Timestamp(us), ax, ay, az, gx, gy, gz
37039642,-59,47,2038,-11,-8,-3
37059631,-59,49,2038,-11,-7,-2
37079620,-57,49,2038,-11,-7,-2
37099609,-58,50,2033,-11,-9,-2
37119598,-55,46,2033,-11,-8,-3
37139587,-61,45,2037,-11,-7,-3
37159576,-58,49,2035,-12,-8,-3
37179565,-59,47,2034,-9,-8,-3
37199554,-59,49,2034,-9,-7,-3
37219543,-57,46,2034,-10,-8,-3
37239532,-58,45,2039,-11,-8,-3
37259521,-58,47,2037,-10,-7,-3
37279510,-57,52,2035,-10,-7,-2
37299499,-56,48,2038,-11,-7,-3
37319488,-58,44,2038,-10,-7,-3
37339477,-58,49,2039,-11,-7,-3
37359466,-62,50,2037,-12,-7,-2
37379455,-58,48,2036,-11,-9,-3
37399444,-60,48,2033,-10,-7,-3
37419433,-59,49,2038,-11,-7,-3
37439422,-58,49,2033,-12,-8,-3
37459411,-58,48,2035,-11,-9,-2
37479400,-57,49,2036,-11,-8,-2
37499389,-59,46,2036,-11,-7,-3
37519378,-58,49,2037,-12,-8,-3
37539367,-58,51,2034,-11,-8,-2
37559356,-59,49,2035,-11,-8,-3
37579345,-57,48,2035,-11,-9,-2
37599334,-58,47,2034,-11,-6,-3
37619323,-59,51,2033,-12,-7,-3
37639312,-60,49,2037,-11,-8,-2
37659301,-59,46,2037,-11,-7,-3
37679290,-58,47,2034,-12,-7,-2
37699279,-59,48,2036,-12,-9,-2
37719268,-59,51,2032,-11,-8,-2
37739257,-56,53,2031,-11,-8,-2
37759246,-58,46,2036,-10,-7,-2
37779235,-58,46,2038,-11,-7,-3
37799224,-58,48,2034,-11,-8,-2
37819213,-60,49,2032,-11,-8,-3
37839202,-58,47,2036,-11,-5,-3
37859191,-61,48,2038,-9,-6,-2
37879180,-59,49,2036,-11,-8,-1
37899169,-57,48,2034,-11,-9,-2
37919158,-58,51,2036,-11,-6,-3
37939147,-61,50,2038,-10,-7,-2
37959136,-58,47,2038,-11,-8,-3
37979125,-56,45,2040,-10,-8,-3
37999114,-58,49,2036,-10,-8,-2
38019104,-57,51,2036,-12,-8,-2
38039093,-58,48,2032,-11,-8,-3
38059082,-59,46,2035,-10,-8,-4
38079071,-59,47,2040,-11,-8,-2
38099060,-59,47,2034,-10,-8,-2
38119049,-59,48,2032,-10,-8,-3
38139038,-56,45,2037,-10,-7,-2
38159027,-57,49,2037,-10,-6,-2
38179016,-61,50,2036,-10,-7,-2
38199005,-58,51,2036,-10,-7,-3
38218994,-58,46,2035,-11,-8,-3
38238983,-61,47,2036,-11,-10,-3
38258972,-61,49,2035,-10,-5,-3
38278961,-58,48,2034,-10,-6,-2
38298950,-56,46,2034,-12,-10,-2
38318939,-57,46,2039,-9,-7,-2
38338928,-58,54,2032,-10,-7,-2
38358917,-56,45,2039,-13,-9,-4
38378906,-60,46,2036,-11,-7,-2
38398895,-58,50,2036,-11,-7,-2
38418884,-57,45,2035,-12,-9,-4
38438873,-58,46,2033,-10,-6,-3
38458862,-60,48,2036,-9,-7,-2
38478851,-58,49,2034,-12,-9,-2
38498840,-56,49,2034,-12,-7,-2
38518829,-56,51,2038,-10,-7,-3
38538818,-59,48,2039,-11,-8,-4
38558807,-58,52,2034,-11,-8,-2
38578796,-60,48,2036,-10,-7,-3
38598785,-57,48,2038,-10,-9,-3
38618774,-57,52,2036,-10,-7,-2
38638763,-56,49,2033,-10,-7,-2
38658752,-59,47,2035,-11,-9,-2
38678741,-58,50,2037,-10,-7,-3
38698730,-57,49,2033,-10,-6,-2
38718719,-60,47,2036,-12,-9,-3
38738708,-63,47,2036,-10,-8,-3
38758697,-58,49,2032,-11,-7,-3
38778686,-62,42,2037,-11,-8,-2
38798675,-59,49,2037,-10,-6,-3
38818664,-60,41,2038,-11,-6,-2
38838653,-59,48,2036,-12,-8,-2
38858642,-63,45,2034,-10,-8,-2
38878631,-58,50,2037,-9,-8,-3
38898620,-58,48,2040,-10,-8,-3
38918609,-58,51,2038,-10,-8,-3
38938598,-62,46,2036,-10,-7,-2
38958587,-59,54,2036,-9,-7,-2
38978576,-66,40,2033,-9,-8,-3
38998565,-57,51,2033,-10,-8,-3
39018554,-61,40,2038,-11,-7,-2
39038543,-59,51,2034,-11,-7,-2
39058532,-60,46,2036,-12,-9,-3
39078521,-59,47,2034,-11,-8,-3
39098510,-59,49,2035,-9,-7,-2
39118499,-62,44,2035,-10,-8,-3
39138488,-59,48,2034,-11,-8,-3
39158477,-59,47,2031,-10,-8,-2
39178466,-59,46,2036,-10,-7,-2
39198455,-60,49,2037,-10,-7,-2
39218444,-60,48,2035,-10,-8,-2
39238433,-56,46,2035,-11,-7,-3
39258422,-59,46,2031,-10,-7,-2
39278411,-59,52,2035,-11,-8,-3
39298400,-56,49,2035,-11,-8,-3
39318389,-56,50,2039,-10,-7,-2
39338378,-57,45,2037,-11,-6,-3
39358367,-57,46,2032,-12,-8,-2
39378356,-59,53,2032,-10,-7,-3
39398345,-61,49,2038,-9,-8,-3
39418334,-58,46,2042,-10,-9,-3
39438323,-59,46,2038,-11,-7,-2
39458312,-58,49,2034,-12,-7,-3
39478302,-54,49,2036,-12,-8,-2
39498291,-60,47,2040,-10,-7,-1
39518280,-61,49,2034,-10,-7,-2
39538269,-54,48,2035,-11,-8,-3
39558258,-60,46,2037,-9,-7,-3
39578247,-59,50,2036,-11,-7,-3
39598236,-57,46,2031,-11,-8,-3
39618225,-59,46,2038,-10,-7,-2
39638214,-59,45,2035,-10,-8,-3
39658203,-57,50,2038,-11,-8,-3
39678192,-60,51,2038,-10,-8,-2
39698181,-63,49,2036,-10,-8,-2
39718170,-57,49,2035,-12,-8,-3
39738159,-57,45,2034,-11,-6,-3
39758148,-57,50,2039,-11,-7,-3
39778137,-61,50,2033,-11,-8,-2
39798126,-60,51,2035,-11,-7,-3
39818115,-58,49,2036,-11,-7,-3
39838104,-58,51,2038,-10,-8,-2
39858093,-59,51,2036,-11,-7,-2
39878082,-60,50,2036,-12,-7,-3
39898071,-62,47,2036,-11,-7,-2
39918060,-55,45,2035,-10,-8,-2
39938049,-56,47,2041,-10,-10,-3
39958038,-58,49,2036,-11,-9,-2
39978027,-61,48,2036,-11,-7,-2
39998016,-61,45,2034,-10,-7,-3
40018005,-59,47,2036,-9,-8,-3
40037994,-57,49,2036,-11,-6,-3
40057983,-57,47,2033,-12,-7,-3
40077972,-60,50,2040,-11,-7,-3
40097961,-60,46,2040,-10,-8,-2
40117950,-58,44,2034,-10,-8,-1
40137939,-57,45,2033,-10,-8,-2
40157928,-58,46,2036,-11,-8,-3
40177917,-60,50,2038,-10,-7,-2
40197906,-58,49,2036,-11,-8,-3
40217895,-57,46,2034,-11,-8,-3
40237884,-58,47,2033,-11,-7,-2
40257873,-56,51,2033,-11,-7,-2
40277862,-57,49,2035,-10,-9,-3
40297851,-59,47,2033,-10,-7,-3
40317840,-58,49,2034,-10,-8,-3
40337829,-57,51,2038,-10,-9,-3
40357818,-59,50,2041,-9,-8,-4
40377807,-56,48,2035,-9,-8,-4
40397796,-55,50,2035,-11,-8,-3
40417785,-56,49,2035,-11,-7,-3
40437774,-61,45,2037,-10,-6,-3
40457763,-60,49,2037,-10,-6,-2
40477752,-59,50,2037,-11,-7,-2
40497741,-59,48,2035,-10,-7,-3
40517730,-60,47,2038,-12,-9,-2
40537719,-60,48,2035,-11,-7,-1
40557708,-58,47,2035,-10,-7,-3
40577697,-59,47,2038,-11,-9,-3
40597686,-57,49,2034,-12,-7,-4
40617675,-60,47,2038,-10,-6,-2
40637664,-60,48,2036,-12,-8,-2
40657653,-57,48,2035,-11,-6,-2
40677642,-58,50,2036,-11,-6,-3
40697631,-58,52,2035,-10,-7,-3
40717620,-59,49,2035,-11,-7,-2
40737609,-59,49,2035,-12,-8,-2
40757598,-60,49,2037,-12,-8,-2
40777587,-57,50,2035,-12,-8,-2
40797576,-58,48,2035,-12,-8,-2
40817565,-58,49,2038,-10,-8,-3
40837554,-60,49,2034,-10,-8,-3
40857543,-59,51,2038,-11,-7,-3
40877532,-58,48,2038,-10,-7,-3
40897521,-59,47,2038,-10,-7,-3
40917510,-60,49,2036,-11,-7,-3
40937500,-60,49,2036,-8,-6,-2
40957489,-58,50,2039,-10,-7,-3
40977478,-58,47,2035,-12,-8,-2
40997467,-58,46,2037,-10,-7,-2
41017456,-57,53,2036,-10,-7,-3
41037445,-58,49,2036,-11,-8,-3
41057434,-60,49,2034,-10,-7,-2
41077423,-60,47,2039,-11,-7,-2
41097412,-60,46,2038,-10,-8,-3
41117401,-58,46,2034,-9,-7,-2
41137390,-58,49,2035,-10,-8,-2
41157379,-57,47,2032,-10,-7,-2
41177368,-56,47,2031,-10,-6,-3
41197357,-58,49,2038,-11,-8,-3
41217346,-58,51,2035,-11,-7,-3
41237335,-60,45,2035,-10,-6,-2
41257324,-58,47,2035,-12,-8,-2
41277313,-58,47,2035,-12,-7,-3
41297302,-59,49,2040,-10,-7,-3
41317291,-58,47,2036,-10,-8,-3
41337280,-58,48,2037,-11,-7,-2
41357269,-57,48,2033,-10,-7,-2
41377258,-59,48,2035,-11,-8,-3
41397247,-60,49,2034,-12,-8,-3
41417236,-56,46,2035,-11,-8,-3
41437225,-56,49,2038,-11,-8,-3
41457214,-60,49,2035,-11,-7,-3
41477203,-59,49,2037,-11,-8,-3
41497192,-57,48,2035,-11,-7,-3
41517181,-56,48,2035,-11,-7,-2
41537170,-56,46,2037,-12,-8,-2
41557159,-57,44,2038,-12,-7,-2
41577148,-58,49,2035,-11,-9,-2
41597137,-59,43,2033,-10,-8,-2
41617126,-54,48,2033,-11,-8,-2
41637115,-58,48,2038,-11,-6,-3
41657104,-60,50,2039,-11,-7,-4
41677093,-58,49,2035,-10,-7,-4
41697082,-60,49,2033,-11,-8,-3
41717071,-58,47,2033,-12,-9,-3
41737060,-59,46,2038,-11,-8,-3
41757049,-58,48,2031,-10,-7,-3
41777038,-57,47,2033,-10,-8,-2
41797027,-58,46,2037,-10,-7,-2
41817016,-58,46,2039,-11,-9,-3
41837005,-57,50,2038,-10,-8,-2
41856994,-58,47,2036,-10,-8,-1
41876983,-58,48,2037,-11,-7,-2
41896972,-58,47,2037,-11,-7,-3
41916961,-56,51,2034,-11,-8,-3
41936950,-62,51,2035,-11,-8,-2
41956939,-60,47,2036,-11,-7,-3
41976928,-56,47,2034,-11,-7,-2
41996917,-59,48,2034,-11,-8,-2
42016906,-57,48,2035,-10,-8,-3
42036895,-59,47,2036,-10,-7,-3
42056884,-58,52,2035,-10,-6,-3
42076873,-59,48,2037,-11,-7,-2
42096862,-57,47,2038,-11,-9,-2
42116851,-61,52,2036,-11,-7,-3
42136840,-59,46,2034,-11,-7,-3
42156829,-57,49,2039,-11,-8,-2
42176818,-58,48,2040,-11,-7,-3
42196807,-58,50,2036,-10,-8,-3
42216796,-58,47,2032,-10,-7,-3
42236785,-60,47,2036,-10,-7,-2
42256774,-57,49,2037,-10,-8,-2
42276763,-60,48,2034,-11,-8,-3
42296752,-61,48,2038,-11,-8,-3
42316741,-61,49,2036,-12,-7,-3
42336730,-57,49,2037,-11,-7,-2
42356719,-56,48,2035,-11,-7,-2
42376708,-57,46,2036,-10,-7,-3
42396697,-59,49,2038,-11,-7,-3
42416687,-58,48,2033,-11,-8,-4
42436676,-58,46,2040,-11,-8,-3
42456665,-58,49,2039,-11,-7,-3
42476654,-58,44,2034,-11,-8,-2
42496643,-59,47,2037,-12,-8,-2
42516632,-57,49,2036,-11,-7,-2
42536621,-58,52,2039,-11,-7,-3
42556610,-59,51,2037,-11,-8,-3
42576599,-58,47,2036,-11,-8,-3
42596588,-59,50,2037,-11,-8,-2
42616577,-58,47,2035,-11,-8,-2
42636566,-57,48,2036,-10,-8,-3
42656555,-61,46,2043,-11,-7,-2
42676544,-60,54,2031,-11,-8,-2
42696533,-63,42,2039,-11,-7,-2
42716522,-57,47,2033,-12,-7,-2
42736511,-58,48,2036,-11,-7,-3
42756500,-64,38,2036,-10,-8,-3
42776489,-60,49,2034,-12,-8,-2
42796478,-59,48,2038,-11,-7,-3
42816467,-59,49,2037,-11,-7,-3
42836456,-62,47,2035,-10,-8,-2
42856445,-60,48,2036,-10,-7,-3
42876434,-57,53,2035,-11,-6,-3
42896423,-60,47,2033,-10,-8,-1
42916412,-57,53,2033,-11,-7,-2
42936401,-63,48,2039,-12,-7,-3
42956390,-60,44,2038,-12,-8,-4
42976379,-60,51,2035,-10,-7,-3
42996368,-59,51,2038,-10,-8,-3
43016357,-59,50,2036,-11,-7,-3
43036346,-62,45,2039,-12,-6,-3
43056335,-60,52,2033,-11,-7,-2
43076324,-57,48,2036,-11,-7,-2
43096313,-58,48,2035,-11,-7,-3
43116302,-58,48,2036,-12,-8,-3
43136291,-59,50,2034,-11,-8,-2
43156280,-56,52,2034,-10,-8,-2
43176269,-56,49,2033,-9,-8,-1
43196258,-59,45,2036,-11,-8,-2
43216247,-63,51,2038,-11,-8,-3
43236236,-58,50,2032,-11,-7,-2
43256225,-58,48,2034,-10,-8,-3
43276214,-59,47,2037,-11,-7,-2
43296203,-60,49,2037,-12,-7,-2
43316192,-59,50,2034,-11,-8,-2
43336181,-58,48,2034,-11,-7,-3
43356170,-60,49,2036,-10,-9,-3
43376159,-56,46,2038,-11,-8,-3
43396148,-56,47,2037,-12,-8,-2
43416137,-63,45,2032,-11,-7,-3
43436126,-58,48,2032,-10,-8,-3
43456115,-57,51,2038,-11,-8,-2
43476104,-59,54,2038,-10,-8,-3
43496093,-58,50,2038,-10,-7,-2
43516082,-59,47,2032,-11,-7,-3
43536071,-59,51,2033,-11,-7,-4
43556060,-57,45,2035,-12,-8,-2
43576049,-58,48,2034,-11,-7,-2
43596038,-60,49,2037,-10,-7,-4
43616027,-59,48,2038,-11,-8,-3
43636016,-58,49,2042,-11,-8,-3
43656005,-60,44,2040,-10,-8,-4
43675994,-58,49,2040,-10,-7,-3
43695983,-59,44,2035,-11,-6,-3
43715972,-59,47,2037,-11,-8,-3
43735961,-59,49,2037,-12,-8,-3
43755950,-62,42,2034,-10,-7,-3
43775939,-59,49,2032,-11,-7,-2
43795928,-60,40,2038,-11,-7,-3
43815917,-55,54,2033,-11,-7,-3
43835906,-58,43,2034,-11,-9,-2
43855895,-57,47,2035,-10,-8,-3
43875885,-58,47,2034,-11,-7,-3
43895874,-64,46,2034,-10,-8,-2
43915863,-58,51,2035,-12,-8,-2
43935852,-58,44,2037,-10,-7,-3
43955841,-58,51,2035,-10,-7,-2
43975830,-59,49,2038,-10,-7,-3
43995819,-59,48,2040,-11,-7,-3
44015808,-56,49,2033,-11,-8,-3
44035797,-57,46,2037,-11,-8,-2
44055786,-57,50,2032,-10,-8,-2
44075775,-58,47,2037,-11,-7,-2
44095764,-58,47,2038,-11,-8,-3
44115753,-59,50,2035,-12,-8,-4
44135742,-58,45,2035,-10,-7,-3
44155731,-57,49,2035,-11,-8,-3
44175720,-58,48,2038,-11,-7,-3
44195709,-60,47,2035,-11,-9,-3
44215698,-58,47,2034,-11,-8,-2
44235687,-59,46,2035,-11,-8,-2
44255676,-57,47,2037,-11,-8,-3
44275665,-58,44,2038,-10,-8,-3
44295654,-60,45,2036,-11,-7,-2
44315643,-60,47,2039,-11,-7,-2
44335632,-60,50,2036,-11,-6,-2
44355621,-56,52,2035,-11,-8,-2
44375610,-58,48,2038,-11,-7,-3
44395599,-58,45,2034,-10,-7,-3
44415588,-58,48,2036,-13,-8,-3
44435577,-60,49,2035,-12,-8,-2
44455566,-63,47,2038,-10,-8,-2
44475555,-60,50,2040,-11,-8,-2
44495544,-58,50,2038,-10,-8,-3
44515533,-58,45,2034,-10,-8,-2
44535522,-57,46,2033,-10,-8,-3
44555511,-58,48,2034,-10,-8,-3
44575500,-58,50,2034,-12,-9,-3
44595489,-61,51,2033,-12,-8,-2
44615478,-58,47,2037,-11,-8,-3
44635467,-59,51,2037,-11,-8,-3
44655456,-60,48,2037,-11,-8,-2
44675445,-59,48,2036,-10,-8,-3
44695434,-61,50,2034,-10,-7,-2
44715423,-61,48,2037,-12,-7,-2
44735412,-57,49,2034,-11,-8,-2
44755401,-57,50,2032,-11,-8,-3
44775390,-59,47,2036,-10,-7,-2
44795379,-60,48,2036,-10,-8,-3
44815368,-57,50,2036,-11,-7,-3
44835357,-58,48,2038,-10,-7,-3
44855346,-59,45,2035,-10,-8,-1
44875335,-58,44,2035,-12,-8,-1
44895324,-58,46,2036,-12,-9,-3
44915313,-60,46,2035,-11,-8,-3
44935302,-57,47,2034,-11,-8,-3
44955291,-61,43,2033,-11,-8,-2
44975280,-60,47,2037,-11,-7,-2
44995269,-59,50,2036,-11,-7,-4
45015258,-60,45,2035,-11,-7,-3
45035247,-60,47,2034,-11,-7,-2
45055236,-58,46,2036,-11,-7,-2
45075225,-57,44,2035,-10,-8,-3
45095214,-59,46,2034,-10,-8,-3
45115203,-58,49,2035,-10,-7,-2
45135192,-56,47,2036,-11,-9,-2
45155181,-56,43,2035,-11,-8,-2
45175170,-60,47,2034,-11,-7,-2
45195159,-60,47,2039,-10,-7,-2
45215148,-56,48,2036,-11,-8,-3
45235137,-61,47,2036,-10,-8,-3
45255126,-57,51,2037,-11,-8,-3
45275115,-62,40,2039,-11,-7,-2
45295104,-58,49,2032,-9,-8,-2
45315093,-60,49,2036,-11,-7,-3
45335083,-59,49,2034,-9,-8,-4
45355072,-58,46,2034,-11,-6,-2
45375061,-60,45,2034,-12,-7,-2
45395050,-58,51,2034,-10,-8,-2
45415039,-61,43,2036,-10,-7,-2
45435028,-60,50,2037,-12,-7,-2
45455017,-56,45,2036,-12,-8,-3
45475006,-57,46,2035,-11,-7,-3
45494995,-58,51,2034,-12,-8,-3
45514984,-60,46,2038,-10,-9,-3
45534973,-58,49,2033,-10,-7,-3
45554962,-62,47,2038,-11,-7,-2
45574951,-60,48,2036,-10,-7,-3
45594940,-55,51,2034,-10,-7,-3
45614929,-60,47,2037,-10,-7,-3
45634918,-59,50,2033,-11,-8,-1
45654907,-58,51,2036,-10,-8,-2
45674896,-59,52,2036,-11,-7,-2
45694885,-58,50,2034,-10,-8,-3
45714874,-61,47,2036,-10,-8,-2
45734863,-61,47,2035,-11,-8,-2
45754852,-59,45,2038,-12,-7,-4
45774841,-59,44,2042,-11,-7,-3
45794830,-60,45,2035,-10,-7,-2
45814819,-57,48,2034,-11,-7,-3
45834808,-58,50,2039,-12,-8,-4
45854797,-59,46,2035,-11,-8,-3
45874786,-59,52,2035,-11,-7,-2
45894775,-58,51,2034,-12,-8,-2
45914764,-56,47,2038,-11,-8,-3
45934753,-61,45,2037,-11,-8,-2
45954742,-57,48,2035,-10,-8,-2
45974731,-57,49,2035,-12,-8,-2
45994720,-56,48,2035,-11,-7,-2
46014709,-59,48,2038,-11,-8,-2
46034698,-57,48,2035,-10,-8,-3
46054687,-56,48,2037,-10,-6,-1
46074676,-59,49,2035,-11,-8,-2
46094665,-60,49,2037,-11,-7,-2
46114654,-62,49,2038,-10,-6,-3
46134643,-59,48,2038,-11,-7,-3
46154632,-57,43,2036,-11,-8,-2
46174621,-57,51,2038,-10,-7,-2
46194610,-56,50,2034,-11,-8,-3
46214599,-59,46,2037,-11,-8,-3
46234588,-57,50,2036,-11,-8,-2
46254577,-58,46,2034,-11,-9,-3
46274566,-55,48,2037,-11,-7,-3
46294555,-55,49,2035,-10,-7,-3
46314544,-58,46,2038,-12,-8,-2
46334533,-57,48,2034,-12,-7,-3
46354522,-61,48,2035,-10,-7,-2
46374511,-60,47,2040,-10,-7,-3
46394500,-59,46,2038,-10,-8,-3
46414489,-60,48,2036,-10,-8,-3
46434478,-61,48,2036,-10,-8,-3
46454467,-59,47,2038,-11,-8,-4
46474456,-59,49,2035,-11,-6,-3
46494445,-59,50,2033,-10,-8,-3
46514434,-59,49,2035,-10,-8,-3
46534423,-59,47,2037,-11,-6,-3
46554412,-57,48,2034,-11,-8,-2
46574401,-57,45,2030,-11,-8,-2
46594390,-59,47,2037,-11,-7,-2
46614379,-60,51,2037,-10,-7,-3
46634368,-57,50,2037,-10,-8,-3
46654357,-61,50,2036,-11,-8,-2
46674346,-60,48,2032,-12,-7,-3
46694335,-58,47,2034,-10,-7,-2
46714324,-56,50,2038,-10,-8,-2
46734313,-60,49,2036,-10,-8,-1
46754302,-57,48,2035,-11,-7,-2
46774291,-58,51,2035,-11,-7,-2
46794281,-56,51,2038,-11,-7,-3
46814270,-61,45,2035,-10,-7,-2
46834259,-61,44,2034,-10,-8,-2
46854248,-58,48,2033,-9,-6,-3
46874237,-59,53,2038,-11,-7,-3
46894226,-59,48,2034,-10,-9,-2
46914215,-58,44,2034,-9,-8,-2
46934204,-61,47,2030,-11,-7,-3
46954193,-59,51,2035,-11,-9,-3
46974182,-59,50,2037,-11,-6,-2
46994171,-61,47,2033,-11,-6,-2
47014160,-56,47,2036,-11,-9,-3
47034149,-57,50,2038,-9,-7,-4
47054138,-58,48,2039,-9,-7,-2
47074127,-57,48,2039,-12,-10,-2
47094116,-59,48,2036,-11,-6,-2
47114105,-57,48,2036,-11,-6,-3
47134094,-60,49,2033,-11,-9,-4
47154083,-57,48,2032,-11,-7,-3
47174072,-62,47,2036,-10,-7,-2
47194061,-59,45,2035,-11,-9,-2
47214050,-59,45,2035,-11,-7,-2
47234039,-59,51,2035,-10,-7,-2
47254028,-59,47,2037,-11,-9,-3
47274017,-61,46,2031,-10,-7,-3
47294006,-59,48,2036,-10,-7,-2
47313995,-58,49,2035,-11,-8,-2
47333984,-61,49,2036,-12,-7,-2
47353973,-60,46,2038,-10,-8,-3
47373962,-59,48,2035,-11,-8,-3
47393951,-61,44,2035,-10,-7,-3
47413940,-60,47,2034,-11,-7,-3
47433929,-58,48,2032,-11,-8,-3
47453918,-60,47,2037,-11,-6,-3
47473907,-59,49,2036,-10,-7,-3
47493896,-61,48,2034,-11,-8,-2
47513885,-62,51,2034,-11,-6,-2
47533874,-58,45,2036,-12,-9,-3
47553863,-57,48,2034,-11,-8,-3
47573852,-63,47,2037,-8,-6,-2
47593841,-58,45,2033,-10,-9,-2
47613830,-58,47,2037,-11,-8,-3
47633819,-60,50,2036,-9,-6,-3
47653808,-57,48,2035,-11,-8,-2
47673797,-58,48,2036,-12,-6,-3
47693786,-61,47,2032,-11,-5,-3
47713775,-59,47,2033,-12,-8,-3
47733764,-56,47,2035,-10,-8,-2
47753753,-58,49,2035,-9,-6,-2
47773742,-59,48,2037,-11,-9,-2
47793731,-60,48,2036,-12,-8,-3
47813720,-61,51,2033,-10,-6,-3
47833709,-59,48,2038,-10,-8,-2
47853698,-60,49,2037,-11,-8,-2
47873687,-61,49,2034,-9,-6,-3
47893676,-60,50,2038,-11,-9,-3
47913665,-60,47,2038,-11,-8,-3
47933654,-58,50,2037,-10,-6,-3
47953643,-59,49,2034,-12,-9,-2
47973632,-60,48,2032,-12,-8,-2
47993621,-60,49,2036,-10,-7,-3
48013610,-62,47,2034,-11,-8,-2
48033599,-58,47,2034,-11,-7,-2
48053588,-62,47,2038,-11,-6,-2
48073577,-61,47,2038,-10,-9,-2
48093566,-60,50,2036,-11,-8,-3
48113555,-61,47,2038,-11,-7,-4
48133544,-60,47,2035,-11,-9,-3
48153533,-56,48,2038,-10,-7,-1
48173522,-58,47,2037,-10,-6,-2
48193511,-60,47,2034,-12,-8,-2
48213500,-60,46,2038,-12,-7,-3
48233489,-60,46,2032,-10,-7,-2
48253479,-60,50,2032,-12,-9,-3
48273468,-58,48,2036,-10,-7,-3
48293457,-60,52,2032,-11,-6,-3
48313446,-59,49,2036,-11,-10,-3
48333435,-58,49,2036,-10,-7,-2
48353424,-60,50,2036,-10,-6,-2
48373413,-59,52,2035,-11,-9,-3
48393402,-60,47,2034,-12,-7,-2
48413391,-57,48,2033,-12,-6,-2
48433380,-57,53,2036,-12,-8,-3
48453369,-57,48,2032,-10,-7,-3
48473358,-57,48,2034,-11,-7,-3
48493347,-58,48,2040,-12,-8,-3
48513336,-57,48,2035,-10,-7,-2
48533325,-61,46,2036,-12,-8,-2
48553314,-60,47,2037,-11,-8,-2
48573303,-58,48,2036,-11,-8,-3
48593292,-59,46,2038,-11,-7,-3
48613281,-58,48,2031,-11,-8,-3
48633270,-60,47,2037,-11,-7,-3
48653259,-60,50,2039,-11,-7,-2
48673248,-59,48,2037,-11,-7,-3
48693237,-58,47,2035,-10,-7,-2
48713226,-58,48,2035,-11,-8,-3
48733215,-58,47,2038,-11,-8,-2
48753204,-59,48,2032,-9,-7,-2
48773193,-59,51,2040,-10,-7,-2
48793182,-59,46,2038,-11,-9,-2
48813171,-60,49,2033,-9,-7,-2
48833160,-62,48,2041,-11,-6,-2
48853149,-59,46,2033,-11,-9,-2
48873138,-59,46,2033,-10,-7,-2
48893127,-59,47,2033,-10,-7,-2
48913116,-60,49,2035,-9,-7,-3
48933105,-59,48,2032,-12,-8,-2
48953094,-58,47,2038,-10,-7,-2
48973083,-57,47,2035,-10,-8,-2
48993072,-58,46,2037,-11,-8,-2
49013061,-62,51,2035,-11,-6,-2
49033050,-58,48,2033,-10,-8,-3
49053039,-61,45,2036,-9,-8,-3
49073028,-61,48,2033,-10,-7,-3
49093017,-58,47,2040,-11,-8,-2
49113006,-60,52,2037,-11,-8,-2
49132995,-60,46,2038,-11,-7,-3
49152984,-61,47,2032,-10,-7,-2
49172973,-58,50,2032,-11,-7,-3
49192962,-58,48,2036,-10,-7,-3
49212951,-58,49,2042,-10,-8,-2
49232940,-56,47,2037,-10,-8,-3
49252929,-58,47,2038,-10,-7,-3
49272918,-59,48,2039,-12,-7,-3
49292907,-59,49,2033,-11,-7,-2
49312896,-61,49,2036,-11,-7,-2
49332885,-58,49,2041,-11,-8,-2
49352874,-58,47,2036,-11,-8,-2
49372863,-56,49,2027,-10,-8,-3
49392852,-66,37,2038,-11,-8,-4
49412841,-56,53,2045,-10,-8,-3
49432830,-63,41,2042,-10,-8,-3
49452819,-61,55,2043,-11,-7,-3
49472808,-61,42,2042,-10,-7,-3
49492797,-58,53,2041,-11,-9,-3
49512786,-61,41,2035,-11,-8,-2
49532775,-59,48,2036,-10,-7,-2
49552764,-59,47,2032,-12,-9,-2
49572753,-61,44,2033,-11,-8,-2
49592742,-60,53,2037,-11,-6,-2
49612731,-58,47,2033,-11,-7,-2
49632720,-59,49,2033,-10,-7,-2
49652709,-61,47,2037,-11,-7,-2
49672698,-61,46,2039,-11,-8,-4
49692687,-58,49,2034,-11,-8,-3
49712677,-63,45,2036,-12,-7,-3
49732666,-61,49,2037,-11,-8,-2
49752655,-61,49,2037,-10,-8,-2
49772644,-60,44,2040,-10,-7,-3
49792633,-60,51,2034,-11,-7,-3
49812622,-57,51,2038,-11,-7,-3
49832611,-60,46,2041,-11,-7,-3
49852600,-57,52,2036,-11,-7,-2
49872589,-63,41,2031,-10,-7,-2
49892578,-57,49,2035,-10,-8,-2
49912567,-58,45,2036,-10,-7,-2
49932556,-59,51,2036,-10,-7,-3
49952545,-57,52,2040,-12,-9,-3
49972534,-60,49,2038,-11,-7,-2
49992523,-62,47,2034,-11,-6,-2
50012512,-61,47,2038,-10,-8,-2
50032501,-57,51,2036,-10,-8,-3
50052490,-60,48,2038,-10,-6,-3
50072479,-59,50,2042,-11,-8,-2
50092468,-61,47,2039,-11,-8,-3
50112457,-58,46,2035,-10,-7,-2
50132446,-57,48,2035,-11,-8,-2
50152435,-58,48,2037,-11,-6,-3
50172424,-57,47,2036,-11,-7,-2
50192413,-58,50,2035,-11,-7,-1
50212402,-58,52,2037,-11,-7,-1
50232391,-55,51,2037,-11,-7,-3
50252380,-62,47,2037,-10,-7,-3
50272369,-60,50,2031,-11,-7,-3
50292358,-58,48,2033,-11,-8,-3
50312347,-58,45,2036,-10,-8,-4
